CO_PROCEDIMENTO,CO_CID,ST_PRINCIPAL,DT_COMPETENCIA
0302020039,D479,S,202306
0302020039,D480,S,202306
0302020039,D481,S,202306
0302020039,D482,S,202306
0302020039,D483,S,202306
0302020039,D484,S,202306
0302020039,D485,S,202306
0302020039,D486,S,202306
0302020039,D487,S,202306
0302020039,D489,S,202306
0302020039,G060,S,202306
0302020039,G062,S,202306
0302020039,G309,S,202306
0302020039,G379,S,202306
0302020039,G930,S,202306
0302020039,G934,S,202306
0302030018,H330,S,202306
0302030018,H331,S,202306
0302030018,H332,S,202306
0302030018,H333,S,202306
0302030018,H334,S,202306
0302030018,H335,S,202306
0302030018,H540,S,202306
0302030018,H541,S,202306
0302030018,H542,S,202306
0302030018,H543,S,202306
0302030018,H544,S,202306
0302030018,H545,S,202306
0302030018,H546,S,202306
0302030018,H547,S,202306
0302030018,H55,S,202306
0302030018,H570,S,202306
0302030018,H571,S,202306
0302030018,H578,S,202306
0302030018,H579,S,202306
0302030018,H810,S,202306
0302030018,H811,S,202306
0302030018,H812,S,202306
0302030018,H813,S,202306
0302030018,H814,S,202306
0302030018,H82,S,202306
0302030018,H830,S,202306
0302030018,H910,S,202306
0302030018,S010,S,202306
0302030018,S011,S,202306
0302030018,S012,S,202306
0302030018,S013,S,202306
0302030018,S014,S,202306
0302030018,S015,S,202306
0302030018,S017,S,202306
0302030018,S018,S,202306
0302030018,S019,S,202306
0302030018,S050,S,202306
0302030018,S051,S,202306
0302030018,S052,S,202306
0302030018,S053,S,202306
0302030018,S054,S,202306
0302030018,S055,S,202306
0302030018,S056,S,202306
0302030018,S057,S,202306
0302030018,S058,S,202306
0302030018,S059,S,202306
0302030018,T150,S,202306
0302030018,T151,S,202306
0302030018,T158,S,202306
0302030018,T159,S,202306
0302030018,T260,S,202306
0302030018,T261,S,202306
0302030018,T262,S,202306
0302030018,T263,S,202306
0302030018,T264,S,202306
0302030018,T265,S,202306
0302030018,T266,S,202306
0302030018,T267,S,202306
0302030018,T268,S,202306
0302030018,T269,S,202306
0302030018,T900,S,202306
0302030018,T901,S,202306
0302030018,T902,S,202306
0302030018,T903,S,202306
0302030018,T904,S,202306
0302030018,T905,S,202306
0302030018,T908,S,202306
0302030018,T909,S,202306
0302030018,T950,S,202306
0302030018,T951,S,202306
0302030018,T952,S,202306
0302030018,T953,S,202306
0302030018,T954,S,202306
0302030018,T958,S,202306
0302030018,T959,S,202306
0302030026,A300,S,202306
0302030026,A301,S,202306
0302030026,A302,S,202306
0302030026,A303,S,202306
0302030026,A304,S,202306
0302030026,A305,S,202306
0302030026,A308,S,202306
0302030026,A309,S,202306
0302030026,B92,S,202306
0302030026,H490,S,202306
0302030026,H491,S,202306
0302030026,H492,S,202306
0302030026,H493,S,202306
0302030026,H494,S,202306
0302030026,H498,S,202306
0302030026,H499,S,202306
0302030026,H500,S,202306
0302030026,H501,S,202306
0302030026,H502,S,202306
0302030026,H503,S,202306
0302030026,H504,S,202306
0302030026,H505,S,202306
0302030026,H506,S,202306
0302030026,H508,S,202306
0302030026,H509,S,202306
0302030026,H510,S,202306
0302030026,H511,S,202306
0302030026,H512,S,202306
0302030026,H518,S,202306
0302030026,H519,S,202306
0302030026,S040,S,202306
0302030026,S041,S,202306
0302030026,S045,S,202306
0302030026,S046,S,202306
0302030026,S052,S,202306
0302030026,S054,S,202306
0302040013,J459,S,202306
0302040013,J989,S,202306
0302040013,J998,S,202306
0302040021,E100,S,202306
0302040021,E101,S,202306
0302040021,E102,S,202306
0302040021,E103,S,202306
0302040021,E104,S,202306
0302040021,E105,S,202306
0302040021,E106,S,202306
0302040021,E107,S,202306
0302040021,E108,S,202306
0302040021,E109,S,202306
0302040021,E140,S,202306
0302040021,E141,S,202306
0302040021,E142,S,202306
0302040021,E143,S,202306
0302040021,E144,S,202306
0302040021,E145,S,202306
0302040021,E146,S,202306
0302040021,E147,S,202306
0302040021,E148,S,202306
0302040021,E149,S,202306
0302040021,E240,S,202306
0302040021,E241,S,202306
0302040021,E242,S,202306
0302040021,E243,S,202306
0302040021,E244,S,202306
0302040021,E248,S,202306
0302040021,E249,S,202306
0302040021,E640,S,202306
0302040021,E641,S,202306
0302040021,E642,S,202306
0302040021,E643,S,202306
0302040021,E648,S,202306
0302040021,E649,S,202306
0302040021,E660,S,202306
0302040021,E661,S,202306
0302040021,E662,S,202306
0302040021,E668,S,202306
0302040021,E669,S,202306
0302040021,E840,S,202306
0302040021,E841,S,202306
0302040021,E848,S,202306
0302040021,E849,S,202306
0302040021,J120,S,202306
0302040021,J121,S,202306
0302040021,J122,S,202306
0302040021,J128,S,202306
0302040021,J129,S,202306
0302040021,J13,S,202306
0302040021,J14,S,202306
0302040021,J150,S,202306
0302040021,J151,S,202306
0302040021,J152,S,202306
0302040021,J153,S,202306
0302040021,J154,S,202306
0302040021,J155,S,202306
0302040021,J156,S,202306
0302040021,J157,S,202306
0302040021,J158,S,202306
0302040021,J159,S,202306
0302040021,J160,S,202306
0302040021,J168,S,202306
0302040021,J170,S,202306
0302040021,J171,S,202306
0302040021,J172,S,202306
0302040021,J173,S,202306
0302040021,J178,S,202306
0302040021,J180,S,202306
0302040021,J181,S,202306
0302040021,J182,S,202306
0302040021,J188,S,202306
0302040021,J189,S,202306
0302040021,J200,S,202306
0302040021,J201,S,202306
0302040021,J202,S,202306
0302040021,J203,S,202306
0302040021,J204,S,202306
0302040021,J205,S,202306
0302040021,J206,S,202306
0302040021,J207,S,202306
0302040021,J208,S,202306
0302040021,J209,S,202306
0302040021,J210,S,202306
0302040021,J218,S,202306
0302040021,J219,S,202306
0302040021,J22,S,202306
0302040021,J320,S,202306
0302040021,J321,S,202306
0302040021,J322,S,202306
0302040021,J323,S,202306
0302040021,J324,S,202306
0302040021,J328,S,202306
0302040021,J329,S,202306
0302040021,J330,S,202306
0302040021,J331,S,202306
0302040021,J338,S,202306
0302040021,J339,S,202306
0302040021,J40,S,202306
0302040021,J410,S,202306
0302040021,J411,S,202306
0302040021,J418,S,202306
0302040021,J430,S,202306
0302040021,J431,S,202306
0302040021,J432,S,202306
0302040021,J438,S,202306
0302040021,J439,S,202306
0302040021,J440,S,202306
0302040021,J441,S,202306
0302040021,J448,S,202306
0302040021,J449,S,202306
0302040021,J450,S,202306
0302040021,J451,S,202306
0302040021,J458,S,202306
0302040021,J459,S,202306
0302040021,J46,S,202306
0302040021,J60,S,202306
0302040021,J61,S,202306
0302040021,J620,S,202306
0302040021,J628,S,202306
0302040021,J630,S,202306
0302040021,J631,S,202306
0302040021,J632,S,202306
0302040021,J633,S,202306
0302040021,J634,S,202306
0302040021,J635,S,202306
0302040021,J638,S,202306
0302040021,J64,S,202306
0302040021,J65,S,202306
0302040021,J660,S,202306
0302040021,J661,S,202306
0302040021,J662,S,202306
0302040021,J668,S,202306
0302040021,J670,S,202306
0302040021,J671,S,202306
0302040021,J672,S,202306
0302040021,J673,S,202306
0302040021,J674,S,202306
0302040021,J675,S,202306
0302040021,J676,S,202306
0302040021,J677,S,202306
0302040021,J678,S,202306
0302040021,J679,S,202306
0302040021,J680,S,202306
0302040021,J681,S,202306
0302040021,J682,S,202306
0302040021,J683,S,202306
0302040021,J684,S,202306
0302040021,J688,S,202306
0302040021,J689,S,202306
0302040021,J690,S,202306
0302040021,J691,S,202306
0302040021,J698,S,202306
0302040021,J700,S,202306
0302040021,J701,S,202306
0302040021,J702,S,202306
0302040021,J703,S,202306
0302040021,J704,S,202306
0302040021,J708,S,202306
0302040021,J709,S,202306
0302040021,J80,S,202306
0302040021,J81,S,202306
0302040021,J82,S,202306
0302040021,J840,S,202306
0302040021,J841,S,202306
0302040021,J848,S,202306
0302040021,J849,S,202306
0302040021,J850,S,202306
0302040021,J851,S,202306
0302040021,J852,S,202306
0302040021,J853,S,202306
0302040021,J860,S,202306
0302040021,J869,S,202306
0302040021,J90,S,202306
0302040021,J91,S,202306
0302040021,J920,S,202306
0302040021,J929,S,202306
0302040021,J930,S,202306
0302040021,J931,S,202306
0302040021,J938,S,202306
0302040021,J939,S,202306
0302040021,J940,S,202306
0302040021,J941,S,202306
0302040021,J942,S,202306
0302040021,J948,S,202306
0302040021,J949,S,202306
0302040021,J950,S,202306
0302040021,J951,S,202306
0302040021,J952,S,202306
0302040021,J953,S,202306
0302040021,J954,S,202306
0302040021,J955,S,202306
0302040021,J958,S,202306
0302040021,J959,S,202306
0302040021,J960,S,202306
0302040021,J961,S,202306
0302040021,J969,S,202306
0302040021,J980,S,202306
0302040021,J981,S,202306
0302040021,J982,S,202306
0302040021,J983,S,202306
0302040021,J984,S,202306
0302040021,J985,S,202306
0302040021,J986,S,202306
0302040021,J988,S,202306
0302040021,J989,S,202306
0302040021,J990,S,202306
0302040021,J991,S,202306
0302040021,J998,S,202306
0302040030,G401,S,202306
0302040030,I00,S,202306
0302040030,I010,S,202306
0302040030,I011,S,202306
0302040030,I012,S,202306
0302040030,I018,S,202306
0302040030,I019,S,202306
0302040030,I020,S,202306
0302040030,I029,S,202306
0302040030,I050,S,202306
0302040030,I051,S,202306
0302040030,I052,S,202306
0302040030,I058,S,202306
0302040030,I059,S,202306
0302040030,I060,S,202306
0302040030,I061,S,202306
0302040030,I062,S,202306
0302040030,I068,S,202306
0302040030,I069,S,202306
0302040030,I090,S,202306
0302040030,I091,S,202306
0302040030,I092,S,202306
0302040030,I098,S,202306
0302040030,I099,S,202306
0302040030,I10,S,202306
0302040030,I110,S,202306
0302040030,I119,S,202306
0302040030,I130,S,202306
0302040030,I131,S,202306
0302040030,I132,S,202306
0302040030,I139,S,202306
0302040030,I159,S,202306
0302040030,I240,S,202306
0302040030,I241,S,202306
0302040030,I248,S,202306
0302040030,I249,S,202306
0302040030,I250,S,202306
0302040030,I251,S,202306
0302040030,I252,S,202306
0302040030,I253,S,202306
0302040030,I254,S,202306
0302040030,I255,S,202306
0302040030,I256,S,202306
0302040030,I258,S,202306
0302040030,I259,S,202306
0302040030,I260,S,202306
0302040030,I269,S,202306
0302040030,I270,S,202306
0302040030,I271,S,202306
0302040030,I278,S,202306
0302040030,I279,S,202306
0302040030,I280,S,202306
0302040030,I281,S,202306
0302040030,I288,S,202306
0302040030,I289,S,202306
0302040030,I300,S,202306
0302040030,I301,S,202306
0302040030,I308,S,202306
0302040030,I309,S,202306
0302040030,I400,S,202306
0302040030,I401,S,202306
0302040030,I408,S,202306
0302040030,I409,S,202306
0302040030,I710,S,202306
0302040048,I10,S,202306
0302040048,I110,S,202306
0302040048,I119,S,202306
0302040048,I250,S,202306
0302040048,I251,S,202306
0302040048,I252,S,202306
0302040048,I253,S,202306
0302040048,I254,S,202306
0302040048,I255,S,202306
0302040048,I256,S,202306
0302040048,I258,S,202306
0302040048,I259,S,202306
0302040048,I310,S,202306
0302040048,I311,S,202306
0302040048,I312,S,202306
0302040048,I313,S,202306
0302040048,I318,S,202306
0302040048,I319,S,202306
0302040048,I320,S,202306
0302040048,I321,S,202306
0302040048,I328,S,202306
0302040048,I330,S,202306
0302040048,I339,S,202306
0302040048,I510,S,202306
0302040048,I511,S,202306
0302040048,I512,S,202306
0302040048,I513,S,202306
0302040048,I514,S,202306
0302040048,I515,S,202306
0302040048,I516,S,202306
0302040048,I517,S,202306
0302040048,I518,S,202306
0302040048,I519,S,202306
0302040048,I520,S,202306
0302040048,I521,S,202306
0302040048,I528,S,202306
0302040048,I690,S,202306
0302040048,I691,S,202306
0302040048,I692,S,202306
0302040048,I693,S,202306
0302040048,I694,S,202306
0302040048,I698,S,202306
0302040048,I702,S,202306
0302040048,I710,S,202306
0302040048,I711,S,202306
0302040048,I712,S,202306
0302040048,I713,S,202306
0302040048,I714,S,202306
0302040048,I715,S,202306
0302040048,I716,S,202306
0302040048,I718,S,202306
0302040048,I719,S,202306
0302040048,I720,S,202306
0302040048,I721,S,202306
0302040048,I722,S,202306
0302040048,I723,S,202306
0302040048,I724,S,202306
0302040048,I730,S,202306
0302040048,I731,S,202306
0302040048,I738,S,202306
0302040048,I739,S,202306
0302040048,I743,S,202306
0302040048,I744,S,202306
0302040048,I745,S,202306
0302040048,I748,S,202306
0302040048,I771,S,202306
0302040048,I772,S,202306
0302040056,I800,S,202306
0302040056,I801,S,202306
0302040056,I802,S,202306
0302040056,I803,S,202306
0302040056,I808,S,202306
0302040056,I809,S,202306
0302040056,I830,S,202306
0302040056,I831,S,202306
0302040056,I832,S,202306
0302040056,I839,S,202306
0302040056,I860,S,202306
0302040056,I861,S,202306
0302040056,I862,S,202306
0302040056,I863,S,202306
0302040056,I864,S,202306
0302040056,I868,S,202306
0302040056,I870,S,202306
0302040056,I871,S,202306
0302040056,I872,S,202306
0302040056,I878,S,202306
0302040056,I879,S,202306
0302040056,I890,S,202306
0302040056,I891,S,202306
0302040056,I898,S,202306
0302040056,I899,S,202306
0302040056,I970,S,202306
0302040056,I971,S,202306
0302040056,I972,S,202306
0302040056,I978,S,202306
0302040056,I979,S,202306
0302040056,I980,S,202306
0302040056,I981,S,202306
0302040056,I982,S,202306
0302040056,I988,S,202306
0302040064,I210,S,202306
0302040064,I211,S,202306
0302040064,I212,S,202306
0302040064,I219,S,202306
0302040064,I220,S,202306
0302040064,I221,S,202306
0302040064,I228,S,202306
0302040064,I229,S,202306
0302040064,I230,S,202306
0302040064,I231,S,202306
0302040064,I232,S,202306
0302040064,I233,S,202306
0302040064,I234,S,202306
0302040064,I235,S,202306
0302040064,I236,S,202306
0302040064,I238,S,202306
0302050019,A300,S,202306
0302050019,A301,S,202306
0302050019,A302,S,202306
0302050019,A303,S,202306
0302050019,A304,S,202306
0302050019,A305,S,202306
0302050019,A308,S,202306
0302050019,A309,S,202306
0302050019,A480,S,202306
0302050019,B902,S,202306
0302050019,B91,S,202306
0302050019,B92,S,202306
0302050019,C402,S,202306
0302050019,C403,S,202306
0302050019,C408,S,202306
0302050019,C409,S,202306
0302050019,C414,S,202306
0302050019,C418,S,202306
0302050019,C419,S,202306
0302050019,C437,S,202306
0302050019,C447,S,202306
0302050019,C476,S,202306
0302050019,C488,S,202306
0302050019,C492,S,202306
0302050019,C765,S,202306
0302050019,D163,S,202306
0302050019,G000,S,202306
0302050019,G001,S,202306
0302050019,G002,S,202306
0302050019,G003,S,202306
0302050019,G008,S,202306
0302050019,G009,S,202306
0302050019,G01,S,202306
0302050019,G020,S,202306
0302050019,G021,S,202306
0302050019,G028,S,202306
0302050019,G030,S,202306
0302050019,G031,S,202306
0302050019,G032,S,202306
0302050019,G038,S,202306
0302050019,G039,S,202306
0302050019,G040,S,202306
0302050019,G041,S,202306
0302050019,G042,S,202306
0302050019,G048,S,202306
0302050019,G049,S,202306
0302050019,G050,S,202306
0302050019,G051,S,202306
0302050019,G052,S,202306
0302050019,G058,S,202306
0302050019,G060,S,202306
0302050019,G061,S,202306
0302050019,G062,S,202306
0302050019,G07,S,202306
0302050019,G08,S,202306
0302050019,G09,S,202306
0302050019,G10,S,202306
0302050019,G20,S,202306
0302050019,G210,S,202306
0302050019,G211,S,202306
0302050019,G212,S,202306
0302050019,G213,S,202306
0302050019,G218,S,202306
0302050019,G219,S,202306
0302050019,G22,S,202306
0302050019,G230,S,202306
0302050019,G231,S,202306
0302050019,G232,S,202306
0302050019,G238,S,202306
0302050019,G239,S,202306
0302050019,G240,S,202306
0302050019,G241,S,202306
0302050019,G242,S,202306
0302050019,G243,S,202306
0302050019,G244,S,202306
0302050019,G245,S,202306
0302050019,G248,S,202306
0302050019,G249,S,202306
0302050019,G250,S,202306
0302050019,G251,S,202306
0302050019,G252,S,202306
0302050019,G253,S,202306
0302050019,G254,S,202306
0302050019,G255,S,202306
0302050019,G256,S,202306
0302050019,G258,S,202306
0302050019,G259,S,202306
0302050019,G26,S,202306
0302050019,G300,S,202306
0302050019,G301,S,202306
0302050019,G308,S,202306
0302050019,G309,S,202306
0302050019,G400,S,202306
0302050019,G401,S,202306
0302050019,G402,S,202306
0302050019,G403,S,202306
0302050019,G404,S,202306
0302050019,G405,S,202306
0302050019,G406,S,202306
0302050019,G407,S,202306
0302050019,G408,S,202306
0302050019,G409,S,202306
0302050019,G410,S,202306
0302050019,G411,S,202306
0302050019,G412,S,202306
0302050019,G418,S,202306
0302050019,G419,S,202306
0302050019,G500,S,202306
0302050019,G501,S,202306
0302050019,G508,S,202306
0302050019,G509,S,202306
0302050019,G510,S,202306
0302050019,G511,S,202306
0302050019,G512,S,202306
0302050019,G513,S,202306
0302050019,G514,S,202306
0302050019,G518,S,202306
0302050019,G519,S,202306
0302050019,G541,S,202306
0302050019,G544,S,202306
0302050019,G550,S,202306
0302050019,G551,S,202306
0302050019,G552,S,202306
0302050019,G553,S,202306
0302050019,G558,S,202306
0302050019,G560,S,202306
0302050019,G561,S,202306
0302050019,G562,S,202306
0302050019,G563,S,202306
0302050019,G564,S,202306
0302050019,G568,S,202306
0302050019,G569,S,202306
0302050019,G575,S,202306
0302050019,G576,S,202306
0302050019,G578,S,202306
0302050019,G587,S,202306
0302050019,G588,S,202306
0302050019,G589,S,202306
0302050019,G610,S,202306
0302050019,G611,S,202306
0302050019,G618,S,202306
0302050019,G619,S,202306
0302050019,G800,S,202306
0302050019,G801,S,202306
0302050019,G802,S,202306
0302050019,G808,S,202306
0302050019,G809,S,202306
0302050019,G810,S,202306
0302050019,G811,S,202306
0302050019,G819,S,202306
0302050019,G820,S,202306
0302050019,G821,S,202306
0302050019,G822,S,202306
0302050019,G823,S,202306
0302050019,G824,S,202306
0302050019,G825,S,202306
0302050019,G831,S,202306
0302050019,G910,S,202306
0302050019,G911,S,202306
0302050019,G912,S,202306
0302050019,G913,S,202306
0302050019,G918,S,202306
0302050019,G919,S,202306
0302050019,I739,S,202306
0302050019,I743,S,202306
0302050019,I745,S,202306
0302050019,I802,S,202306
0302050019,I830,S,202306
0302050019,M058,S,202306
0302050019,M059,S,202306
0302050019,M060,S,202306
0302050019,M061,S,202306
0302050019,M064,S,202306
0302050019,M068,S,202306
0302050019,M069,S,202306
0302050019,M071,S,202306
0302050019,M080,S,202306
0302050019,M083,S,202306
0302050019,M088,S,202306
0302050019,M089,S,202306
0302050019,M100,S,202306
0302050019,M101,S,202306
0302050019,M102,S,202306
0302050019,M103,S,202306
0302050019,M104,S,202306
0302050019,M109,S,202306
0302050019,M110,S,202306
0302050019,M111,S,202306
0302050019,M112,S,202306
0302050019,M118,S,202306
0302050019,M119,S,202306
0302050019,M120,S,202306
0302050019,M122,S,202306
0302050019,M125,S,202306
0302050019,M130,S,202306
0302050019,M131,S,202306
0302050019,M138,S,202306
0302050019,M139,S,202306
0302050019,M141,S,202306
0302050019,M142,S,202306
0302050019,M146,S,202306
0302050019,M170,S,202306
0302050019,M171,S,202306
0302050019,M172,S,202306
0302050019,M173,S,202306
0302050019,M174,S,202306
0302050019,M175,S,202306
0302050019,M179,S,202306
0302050019,M190,S,202306
0302050019,M191,S,202306
0302050019,M192,S,202306
0302050019,M210,S,202306
0302050019,M211,S,202306
0302050019,M212,S,202306
0302050019,M213,S,202306
0302050019,M214,S,202306
0302050019,M215,S,202306
0302050019,M216,S,202306
0302050019,M217,S,202306
0302050019,M218,S,202306
0302050019,M235,S,202306
0302050019,M241,S,202306
0302050019,M242,S,202306
0302050019,M245,S,202306
0302050019,M246,S,202306
0302050019,M247,S,202306
0302050019,M256,S,202306
0302050019,M622,S,202306
0302050019,M623,S,202306
0302050019,M624,S,202306
0302050019,M625,S,202306
0302050019,M629,S,202306
0302050019,M671,S,202306
0302050019,M673,S,202306
0302050019,M720,S,202306
0302050019,M721,S,202306
0302050019,M722,S,202306
0302050019,M724,S,202306
0302050019,M728,S,202306
0302050019,M729,S,202306
0302050019,M768,S,202306
0302050019,M863,S,202306
0302050019,M864,S,202306
0302050019,M865,S,202306
0302050019,M866,S,202306
0302050019,M869,S,202306
0302050019,M870,S,202306
0302050019,M871,S,202306
0302050019,M872,S,202306
0302050019,M873,S,202306
0302050019,M878,S,202306
0302050019,M879,S,202306
0302050019,M911,S,202306
0302050019,M912,S,202306
0302050019,M918,S,202306
0302050019,M939,S,202306
0302050019,M958,S,202306
0302050019,M959,S,202306
0302050019,M960,S,202306
0302050019,M966,S,202306
0302050019,M968,S,202306
0302050019,M969,S,202306
0302050019,M998,S,202306
0302050019,M999,S,202306
0302050019,O267,S,202306
0302050019,O716,S,202306
0302050019,Q050,S,202306
0302050019,Q051,S,202306
0302050019,Q052,S,202306
0302050019,Q053,S,202306
0302050019,Q054,S,202306
0302050019,Q055,S,202306
0302050019,Q056,S,202306
0302050019,Q057,S,202306
0302050019,Q058,S,202306
0302050019,Q059,S,202306
0302050019,Q650,S,202306
0302050019,Q651,S,202306
0302050019,Q652,S,202306
0302050019,Q653,S,202306
0302050019,Q654,S,202306
0302050019,Q655,S,202306
0302050019,Q656,S,202306
0302050019,Q658,S,202306
0302050019,Q659,S,202306
0302050019,Q660,S,202306
0302050019,Q661,S,202306
0302050019,Q662,S,202306
0302050019,Q663,S,202306
0302050019,Q664,S,202306
0302050019,Q665,S,202306
0302050019,Q666,S,202306
0302050019,Q667,S,202306
0302050019,Q668,S,202306
0302050019,Q669,S,202306
0302050019,Q680,S,202306
0302050019,Q682,S,202306
0302050019,Q688,S,202306
0302050019,Q722,S,202306
0302050019,Q723,S,202306
0302050019,Q724,S,202306
0302050019,Q725,S,202306
0302050019,Q726,S,202306
0302050019,Q727,S,202306
0302050019,Q728,S,202306
0302050019,Q729,S,202306
0302050019,Q741,S,202306
0302050019,Q742,S,202306
0302050019,Q743,S,202306
0302050019,Q748,S,202306
0302050019,Q749,S,202306
0302050019,Q788,S,202306
0302050019,R02,S,202306
0302050019,S321,S,202306
0302050019,S323,S,202306
0302050019,S324,S,202306
0302050019,S325,S,202306
0302050019,S327,S,202306
0302050019,S328,S,202306
0302050019,S332,S,202306
0302050019,S333,S,202306
0302050019,S334,S,202306
0302050019,S336,S,202306
0302050019,S423,S,202306
0302050019,S529,S,202306
0302050019,S660,S,202306
0302050019,S661,S,202306
0302050019,S662,S,202306
0302050019,S663,S,202306
0302050019,S664,S,202306
0302050019,S665,S,202306
0302050019,S666,S,202306
0302050019,S667,S,202306
0302050019,S669,S,202306
0302050019,S670,S,202306
0302050019,S678,S,202306
0302050019,S680,S,202306
0302050019,S681,S,202306
0302050019,S682,S,202306
0302050019,S683,S,202306
0302050019,S684,S,202306
0302050019,S688,S,202306
0302050019,S689,S,202306
0302050019,S697,S,202306
0302050019,S698,S,202306
0302050019,S699,S,202306
0302050019,S701,S,202306
0302050019,S720,S,202306
0302050019,S721,S,202306
0302050019,S722,S,202306
0302050019,S723,S,202306
0302050019,S724,S,202306
0302050019,S727,S,202306
0302050019,S728,S,202306
0302050019,S729,S,202306
0302050019,S730,S,202306
0302050019,S731,S,202306
0302050019,S750,S,202306
0302050019,S757,S,202306
0302050019,S770,S,202306
0302050019,S771,S,202306
0302050019,S772,S,202306
0302050019,S780,S,202306
0302050019,S781,S,202306
0302050019,S789,S,202306
0302050019,S797,S,202306
0302050019,S820,S,202306
0302050019,S821,S,202306
0302050019,S822,S,202306
0302050019,S823,S,202306
0302050019,S824,S,202306
0302050019,S827,S,202306
0302050019,S829,S,202306
0302050019,S831,S,202306
0302050019,S850,S,202306
0302050019,S851,S,202306
0302050019,S857,S,202306
0302050019,S870,S,202306
0302050019,S878,S,202306
0302050019,S880,S,202306
0302050019,S881,S,202306
0302050019,S889,S,202306
0302050019,S890,S,202306
0302050019,S898,S,202306
0302050019,S899,S,202306
0302050019,S921,S,202306
0302050019,S927,S,202306
0302050019,S929,S,202306
0302050019,S950,S,202306
0302050019,S951,S,202306
0302050019,S958,S,202306
0302050019,S978,S,202306
0302050019,S980,S,202306
0302050019,T136,S,202306
0302050019,T796,S,202306
0302050019,T808,S,202306
0302050019,T817,S,202306
0302050019,T840,S,202306
0302050019,T841,S,202306
0302050019,T842,S,202306
0302050019,T843,S,202306
0302050019,T844,S,202306
0302050019,T845,S,202306
0302050019,T848,S,202306
0302050019,T849,S,202306
0302050019,T871,S,202306
0302050019,T931,S,202306
0302050019,T932,S,202306
0302050019,T933,S,202306
0302050019,T935,S,202306
0302050019,T936,S,202306
0302050019,T953,S,202306
0302050019,T982,S,202306
0302050019,Y883,S,202306
0302050027,A300,S,202306
0302050027,A301,S,202306
0302050027,A302,S,202306
0302050027,A303,S,202306
0302050027,A304,S,202306
0302050027,A305,S,202306
0302050027,A308,S,202306
0302050027,A309,S,202306
0302050027,G000,S,202306
0302050027,G001,S,202306
0302050027,G002,S,202306
0302050027,G003,S,202306
0302050027,G008,S,202306
0302050027,G009,S,202306
0302050027,G01,S,202306
0302050027,G040,S,202306
0302050027,G041,S,202306
0302050027,G042,S,202306
0302050027,G048,S,202306
0302050027,G049,S,202306
0302050027,G050,S,202306
0302050027,G051,S,202306
0302050027,G052,S,202306
0302050027,G058,S,202306
0302050027,G09,S,202306
0302050027,G10,S,202306
0302050027,G110,S,202306
0302050027,G111,S,202306
0302050027,G112,S,202306
0302050027,G113,S,202306
0302050027,G114,S,202306
0302050027,G118,S,202306
0302050027,G119,S,202306
0302050027,G120,S,202306
0302050027,G121,S,202306
0302050027,G122,S,202306
0302050027,G128,S,202306
0302050027,G129,S,202306
0302050027,G130,S,202306
0302050027,G131,S,202306
0302050027,G132,S,202306
0302050027,G138,S,202306
0302050027,G20,S,202306
0302050027,G210,S,202306
0302050027,G211,S,202306
0302050027,G212,S,202306
0302050027,G213,S,202306
0302050027,G218,S,202306
0302050027,G219,S,202306
0302050027,G22,S,202306
0302050027,G230,S,202306
0302050027,G231,S,202306
0302050027,G232,S,202306
0302050027,G238,S,202306
0302050027,G239,S,202306
0302050027,G240,S,202306
0302050027,G241,S,202306
0302050027,G242,S,202306
0302050027,G243,S,202306
0302050027,G244,S,202306
0302050027,G245,S,202306
0302050027,G248,S,202306
0302050027,G249,S,202306
0302050027,G310,S,202306
0302050027,G311,S,202306
0302050027,G312,S,202306
0302050027,G318,S,202306
0302050027,G319,S,202306
0302050027,G35,S,202306
0302050027,G360,S,202306
0302050027,G361,S,202306
0302050027,G368,S,202306
0302050027,G369,S,202306
0302050027,G370,S,202306
0302050027,G371,S,202306
0302050027,G372,S,202306
0302050027,G373,S,202306
0302050027,G374,S,202306
0302050027,G375,S,202306
0302050027,G378,S,202306
0302050027,G379,S,202306
0302050027,G400,S,202306
0302050027,G401,S,202306
0302050027,G402,S,202306
0302050027,G403,S,202306
0302050027,G404,S,202306
0302050027,G405,S,202306
0302050027,G406,S,202306
0302050027,G407,S,202306
0302050027,G408,S,202306
0302050027,G409,S,202306
0302050027,G450,S,202306
0302050027,G451,S,202306
0302050027,G452,S,202306
0302050027,G453,S,202306
0302050027,G454,S,202306
0302050027,G458,S,202306
0302050027,G459,S,202306
0302050027,G460,S,202306
0302050027,G461,S,202306
0302050027,G462,S,202306
0302050027,G463,S,202306
0302050027,G464,S,202306
0302050027,G465,S,202306
0302050027,G466,S,202306
0302050027,G467,S,202306
0302050027,G468,S,202306
0302050027,G510,S,202306
0302050027,G540,S,202306
0302050027,G541,S,202306
0302050027,G542,S,202306
0302050027,G543,S,202306
0302050027,G544,S,202306
0302050027,G545,S,202306
0302050027,G546,S,202306
0302050027,G547,S,202306
0302050027,G548,S,202306
0302050027,G549,S,202306
0302050027,G580,S,202306
0302050027,G587,S,202306
0302050027,G588,S,202306
0302050027,G589,S,202306
0302050027,G600,S,202306
0302050027,G601,S,202306
0302050027,G602,S,202306
0302050027,G603,S,202306
0302050027,G608,S,202306
0302050027,G609,S,202306
0302050027,G610,S,202306
0302050027,G611,S,202306
0302050027,G618,S,202306
0302050027,G619,S,202306
0302050027,G630,S,202306
0302050027,G631,S,202306
0302050027,G632,S,202306
0302050027,G633,S,202306
0302050027,G634,S,202306
