CO_PROCEDIMENTO,CO_CID,ST_PRINCIPAL,DT_COMPETENCIA
0304070017,C049,S,202306
0304070017,C050,S,202306
0304070017,C051,S,202306
0304070017,C052,S,202306
0304070017,C058,S,202306
0304070017,C059,S,202306
0304070017,C061,S,202306
0304070017,C062,S,202306
0304070017,C068,S,202306
0304070017,C069,S,202306
0304070017,C07,S,202306
0304070017,C080,S,202306
0304070017,C081,S,202306
0304070017,C088,S,202306
0304070017,C089,S,202306
0304070017,C090,S,202306
0304070017,C091,S,202306
0304070017,C098,S,202306
0304070017,C099,S,202306
0304070017,C100,S,202306
0304070017,C101,S,202306
0304070017,C102,S,202306
0304070017,C103,S,202306
0304070017,C104,S,202306
0304070017,C108,S,202306
0304070017,C109,S,202306
0304070017,C110,S,202306
0304070017,C111,S,202306
0304070017,C112,S,202306
0304070017,C113,S,202306
0304070017,C118,S,202306
0304070017,C119,S,202306
0304070017,C12,S,202306
0304070017,C130,S,202306
0304070017,C131,S,202306
0304070017,C132,S,202306
0304070017,C138,S,202306
0304070017,C139,S,202306
0304070017,C140,S,202306
0304070017,C142,S,202306
0304070017,C148,S,202306
0304070017,C180,S,202306
0304070017,C181,S,202306
0304070017,C182,S,202306
0304070017,C183,S,202306
0304070017,C184,S,202306
0304070017,C185,S,202306
0304070017,C186,S,202306
0304070017,C187,S,202306
0304070017,C188,S,202306
0304070017,C189,S,202306
0304070017,C19,S,202306
0304070017,C20,S,202306
0304070017,C220,S,202306
0304070017,C221,S,202306
0304070017,C222,S,202306
0304070017,C223,S,202306
0304070017,C224,S,202306
0304070017,C227,S,202306
0304070017,C229,S,202306
0304070017,C250,S,202306
0304070017,C251,S,202306
0304070017,C252,S,202306
0304070017,C253,S,202306
0304070017,C254,S,202306
0304070017,C257,S,202306
0304070017,C258,S,202306
0304070017,C259,S,202306
0304070017,C300,S,202306
0304070017,C301,S,202306
0304070017,C310,S,202306
0304070017,C311,S,202306
0304070017,C312,S,202306
0304070017,C313,S,202306
0304070017,C318,S,202306
0304070017,C319,S,202306
0304070017,C340,S,202306
0304070017,C341,S,202306
0304070017,C342,S,202306
0304070017,C343,S,202306
0304070017,C348,S,202306
0304070017,C349,S,202306
0304070017,C37,S,202306
0304070017,C380,S,202306
0304070017,C381,S,202306
0304070017,C382,S,202306
0304070017,C383,S,202306
0304070017,C384,S,202306
0304070017,C388,S,202306
0304070017,C390,S,202306
0304070017,C398,S,202306
0304070017,C399,S,202306
0304070017,C400,S,202306
0304070017,C401,S,202306
0304070017,C402,S,202306
0304070017,C403,S,202306
0304070017,C408,S,202306
0304070017,C409,S,202306
0304070017,C410,S,202306
0304070017,C411,S,202306
0304070017,C412,S,202306
0304070017,C413,S,202306
0304070017,C414,S,202306
0304070017,C418,S,202306
0304070017,C419,S,202306
0304070017,C430,S,202306
0304070017,C431,S,202306
0304070017,C432,S,202306
0304070017,C433,S,202306
0304070017,C434,S,202306
0304070017,C435,S,202306
0304070017,C436,S,202306
0304070017,C437,S,202306
0304070017,C438,S,202306
0304070017,C439,S,202306
0304070017,C440,S,202306
0304070017,C441,S,202306
0304070017,C442,S,202306
0304070017,C443,S,202306
0304070017,C444,S,202306
0304070017,C445,S,202306
0304070017,C446,S,202306
0304070017,C447,S,202306
0304070017,C448,S,202306
0304070017,C449,S,202306
0304070017,C460,S,202306
0304070017,C461,S,202306
0304070017,C462,S,202306
0304070017,C463,S,202306
0304070017,C467,S,202306
0304070017,C468,S,202306
0304070017,C469,S,202306
0304070017,C470,S,202306
0304070017,C471,S,202306
0304070017,C472,S,202306
0304070017,C473,S,202306
0304070017,C474,S,202306
0304070017,C475,S,202306
0304070017,C476,S,202306
0304070017,C478,S,202306
0304070017,C479,S,202306
0304070017,C480,S,202306
0304070017,C481,S,202306
0304070017,C482,S,202306
0304070017,C488,S,202306
0304070017,C490,S,202306
0304070017,C491,S,202306
0304070017,C492,S,202306
0304070017,C493,S,202306
0304070017,C494,S,202306
0304070017,C495,S,202306
0304070017,C496,S,202306
0304070017,C498,S,202306
0304070017,C499,S,202306
0304070017,C52,S,202306
0304070017,C530,S,202306
0304070017,C531,S,202306
0304070017,C538,S,202306
0304070017,C539,S,202306
0304070017,C540,S,202306
0304070017,C541,S,202306
0304070017,C542,S,202306
0304070017,C543,S,202306
0304070017,C548,S,202306
0304070017,C549,S,202306
0304070017,C56,S,202306
0304070017,C570,S,202306
0304070017,C571,S,202306
0304070017,C572,S,202306
0304070017,C573,S,202306
0304070017,C574,S,202306
0304070017,C577,S,202306
0304070017,C578,S,202306
0304070017,C579,S,202306
0304070017,C58,S,202306
0304070017,C620,S,202306
0304070017,C621,S,202306
0304070017,C629,S,202306
0304070017,C64,S,202306
0304070017,C65,S,202306
0304070017,C66,S,202306
0304070017,C670,S,202306
0304070017,C671,S,202306
0304070017,C672,S,202306
0304070017,C673,S,202306
0304070017,C674,S,202306
0304070017,C675,S,202306
0304070017,C676,S,202306
0304070017,C677,S,202306
0304070017,C678,S,202306
0304070017,C679,S,202306
0304070017,C690,S,202306
0304070017,C691,S,202306
0304070017,C692,S,202306
0304070017,C693,S,202306
0304070017,C694,S,202306
0304070017,C695,S,202306
0304070017,C696,S,202306
0304070017,C698,S,202306
0304070017,C699,S,202306
0304070017,C700,S,202306
0304070017,C701,S,202306
0304070017,C709,S,202306
0304070017,C710,S,202306
0304070017,C711,S,202306
0304070017,C712,S,202306
0304070017,C713,S,202306
0304070017,C714,S,202306
0304070017,C715,S,202306
0304070017,C716,S,202306
0304070017,C717,S,202306
0304070017,C718,S,202306
0304070017,C719,S,202306
0304070017,C720,S,202306
0304070017,C721,S,202306
0304070017,C722,S,202306
0304070017,C723,S,202306
0304070017,C724,S,202306
0304070017,C725,S,202306
0304070017,C728,S,202306
0304070017,C729,S,202306
0304070017,C73,S,202306
0304070017,C740,S,202306
0304070017,C741,S,202306
0304070017,C749,S,202306
0304070017,C750,S,202306
0304070017,C751,S,202306
0304070017,C752,S,202306
0304070017,C753,S,202306
0304070017,C754,S,202306
0304070017,C755,S,202306
0304070017,C758,S,202306
0304070017,C759,S,202306
0304070017,C760,S,202306
0304070017,C761,S,202306
0304070017,C762,S,202306
0304070017,C763,S,202306
0304070017,C764,S,202306
0304070017,C765,S,202306
0304070017,C767,S,202306
0304070017,C768,S,202306
0304070017,C80,S,202306
0304070017,C810,S,202306
0304070017,C811,S,202306
0304070017,C812,S,202306
0304070017,C813,S,202306
0304070017,C817,S,202306
0304070017,C819,S,202306
0304070017,C830,S,202306
0304070017,C831,S,202306
0304070017,C832,S,202306
0304070017,C833,S,202306
0304070017,C834,S,202306
0304070017,C836,S,202306
0304070017,C837,S,202306
0304070017,C838,S,202306
0304070017,C839,S,202306
0304070017,C844,S,202306
0304070017,C915,S,202306
0304070017,C921,S,202306
0304070017,C923,S,202306
0304070017,C925,S,202306
0304070017,C927,S,202306
0304070017,C930,S,202306
0304070017,C931,S,202306
0304070017,C957,S,202306
0304070017,C960,S,202306
0304070017,C961,S,202306
0304070017,C962,S,202306
0304070017,C963,S,202306
0304070017,C967,S,202306
0304070017,C969,S,202306
0304070017,D392,S,202306
0304070017,D430,S,202306
0304070017,D431,S,202306
0304070017,D432,S,202306
0304070017,D433,S,202306
0304070017,D434,S,202306
0304070017,D437,S,202306
0304070017,D439,S,202306
0304070017,D460,S,202306
0304070017,D461,S,202306
0304070017,D462,S,202306
0304070017,D463,S,202306
0304070017,D464,S,202306
0304070017,D467,S,202306
0304070017,D469,S,202306
0304070025,C000,S,202306
0304070025,C001,S,202306
0304070025,C002,S,202306
0304070025,C003,S,202306
0304070025,C004,S,202306
0304070025,C005,S,202306
0304070025,C006,S,202306
0304070025,C008,S,202306
0304070025,C009,S,202306
0304070025,C01,S,202306
0304070025,C020,S,202306
0304070025,C021,S,202306
0304070025,C022,S,202306
0304070025,C023,S,202306
0304070025,C024,S,202306
0304070025,C028,S,202306
0304070025,C029,S,202306
0304070025,C030,S,202306
0304070025,C031,S,202306
0304070025,C039,S,202306
0304070025,C040,S,202306
0304070025,C041,S,202306
0304070025,C048,S,202306
0304070025,C049,S,202306
0304070025,C050,S,202306
0304070025,C051,S,202306
0304070025,C052,S,202306
0304070025,C058,S,202306
0304070025,C059,S,202306
0304070025,C060,S,202306
0304070025,C061,S,202306
0304070025,C062,S,202306
0304070025,C068,S,202306
0304070025,C069,S,202306
0304070025,C07,S,202306
0304070025,C080,S,202306
0304070025,C081,S,202306
0304070025,C088,S,202306
0304070025,C089,S,202306
0304070025,C090,S,202306
0304070025,C091,S,202306
0304070025,C098,S,202306
0304070025,C099,S,202306
0304070025,C100,S,202306
0304070025,C101,S,202306
0304070025,C102,S,202306
0304070025,C103,S,202306
0304070025,C104,S,202306
0304070025,C108,S,202306
0304070025,C109,S,202306
0304070025,C110,S,202306
0304070025,C111,S,202306
0304070025,C112,S,202306
0304070025,C113,S,202306
0304070025,C118,S,202306
0304070025,C119,S,202306
0304070025,C12,S,202306
0304070025,C130,S,202306
0304070025,C131,S,202306
0304070025,C132,S,202306
0304070025,C138,S,202306
0304070025,C139,S,202306
0304070025,C140,S,202306
0304070025,C142,S,202306
0304070025,C148,S,202306
0304070025,C180,S,202306
0304070025,C181,S,202306
0304070025,C182,S,202306
0304070025,C183,S,202306
0304070025,C184,S,202306
0304070025,C185,S,202306
0304070025,C186,S,202306
0304070025,C187,S,202306
0304070025,C188,S,202306
0304070025,C189,S,202306
0304070025,C19,S,202306
0304070025,C20,S,202306
0304070025,C220,S,202306
0304070025,C221,S,202306
0304070025,C222,S,202306
0304070025,C223,S,202306
0304070025,C224,S,202306
0304070025,C227,S,202306
0304070025,C229,S,202306
0304070025,C250,S,202306
0304070025,C251,S,202306
0304070025,C252,S,202306
0304070025,C253,S,202306
0304070025,C254,S,202306
0304070025,C257,S,202306
0304070025,C258,S,202306
0304070025,C259,S,202306
0304070025,C300,S,202306
0304070025,C301,S,202306
0304070025,C310,S,202306
0304070025,C311,S,202306
0304070025,C312,S,202306
0304070025,C313,S,202306
0304070025,C318,S,202306
0304070025,C319,S,202306
0304070025,C340,S,202306
0304070025,C341,S,202306
0304070025,C342,S,202306
0304070025,C343,S,202306
0304070025,C348,S,202306
0304070025,C349,S,202306
0304070025,C37,S,202306
0304070025,C380,S,202306
0304070025,C381,S,202306
0304070025,C382,S,202306
0304070025,C383,S,202306
0304070025,C384,S,202306
0304070025,C388,S,202306
0304070025,C390,S,202306
0304070025,C398,S,202306
0304070025,C399,S,202306
0304070025,C400,S,202306
0304070025,C401,S,202306
0304070025,C402,S,202306
0304070025,C403,S,202306
0304070025,C408,S,202306
0304070025,C409,S,202306
0304070025,C410,S,202306
0304070025,C411,S,202306
0304070025,C412,S,202306
0304070025,C413,S,202306
0304070025,C414,S,202306
0304070025,C418,S,202306
0304070025,C419,S,202306
0304070025,C430,S,202306
0304070025,C431,S,202306
0304070025,C432,S,202306
0304070025,C433,S,202306
0304070025,C434,S,202306
0304070025,C435,S,202306
0304070025,C436,S,202306
0304070025,C437,S,202306
0304070025,C438,S,202306
0304070025,C439,S,202306
0304070025,C440,S,202306
0304070025,C441,S,202306
0304070025,C442,S,202306
0304070025,C443,S,202306
0304070025,C444,S,202306
0304070025,C445,S,202306
0304070025,C446,S,202306
0304070025,C447,S,202306
0304070025,C448,S,202306
0304070025,C449,S,202306
0304070025,C460,S,202306
0304070025,C461,S,202306
0304070025,C462,S,202306
0304070025,C463,S,202306
0304070025,C467,S,202306
0304070025,C468,S,202306
0304070025,C469,S,202306
0304070025,C470,S,202306
0304070025,C471,S,202306
0304070025,C472,S,202306
0304070025,C473,S,202306
0304070025,C474,S,202306
0304070025,C475,S,202306
0304070025,C476,S,202306
0304070025,C478,S,202306
0304070025,C479,S,202306
0304070025,C480,S,202306
0304070025,C481,S,202306
0304070025,C482,S,202306
0304070025,C488,S,202306
0304070025,C490,S,202306
0304070025,C491,S,202306
0304070025,C492,S,202306
0304070025,C493,S,202306
0304070025,C494,S,202306
0304070025,C495,S,202306
0304070025,C496,S,202306
0304070025,C498,S,202306
0304070025,C499,S,202306
0304070025,C52,S,202306
0304070025,C530,S,202306
0304070025,C531,S,202306
0304070025,C538,S,202306
0304070025,C539,S,202306
0304070025,C540,S,202306
0304070025,C541,S,202306
0304070025,C542,S,202306
0304070025,C543,S,202306
0304070025,C548,S,202306
0304070025,C549,S,202306
0304070025,C56,S,202306
0304070025,C570,S,202306
0304070025,C571,S,202306
0304070025,C572,S,202306
0304070025,C573,S,202306
0304070025,C574,S,202306
0304070025,C577,S,202306
0304070025,C578,S,202306
0304070025,C579,S,202306
0304070025,C58,S,202306
0304070025,C620,S,202306
0304070025,C621,S,202306
0304070025,C629,S,202306
0304070025,C64,S,202306
0304070025,C65,S,202306
0304070025,C66,S,202306
0304070025,C670,S,202306
0304070025,C671,S,202306
0304070025,C672,S,202306
0304070025,C673,S,202306
0304070025,C674,S,202306
0304070025,C675,S,202306
0304070025,C676,S,202306
0304070025,C677,S,202306
0304070025,C678,S,202306
0304070025,C679,S,202306
0304070025,C690,S,202306
0304070025,C691,S,202306
0304070025,C692,S,202306
0304070025,C693,S,202306
0304070025,C694,S,202306
0304070025,C695,S,202306
0304070025,C696,S,202306
0304070025,C698,S,202306
0304070025,C699,S,202306
0304070025,C700,S,202306
0304070025,C701,S,202306
0304070025,C709,S,202306
0304070025,C710,S,202306
0304070025,C711,S,202306
0304070025,C712,S,202306
0304070025,C713,S,202306
0304070025,C714,S,202306
0304070025,C715,S,202306
0304070025,C716,S,202306
0304070025,C717,S,202306
0304070025,C718,S,202306
0304070025,C719,S,202306
0304070025,C720,S,202306
0304070025,C721,S,202306
0304070025,C722,S,202306
0304070025,C723,S,202306
0304070025,C724,S,202306
0304070025,C725,S,202306
0304070025,C728,S,202306
0304070025,C729,S,202306
0304070025,C73,S,202306
0304070025,C740,S,202306
0304070025,C741,S,202306
0304070025,C749,S,202306
0304070025,C750,S,202306
0304070025,C751,S,202306
0304070025,C752,S,202306
0304070025,C753,S,202306
0304070025,C754,S,202306
0304070025,C755,S,202306
0304070025,C758,S,202306
0304070025,C759,S,202306
0304070025,C760,S,202306
0304070025,C761,S,202306
0304070025,C762,S,202306
0304070025,C763,S,202306
0304070025,C764,S,202306
0304070025,C765,S,202306
0304070025,C767,S,202306
0304070025,C768,S,202306
0304070025,C80,S,202306
0304070025,C810,S,202306
0304070025,C811,S,202306
0304070025,C812,S,202306
0304070025,C813,S,202306
0304070025,C817,S,202306
0304070025,C819,S,202306
0304070025,C830,S,202306
0304070025,C831,S,202306
0304070025,C832,S,202306
0304070025,C833,S,202306
0304070025,C834,S,202306
0304070025,C835,S,202306
0304070025,C836,S,202306
0304070025,C837,S,202306
0304070025,C838,S,202306
0304070025,C839,S,202306
0304070025,C844,S,202306
0304070025,C910,S,202306
0304070025,C915,S,202306
0304070025,C920,S,202306
0304070025,C921,S,202306
0304070025,C923,S,202306
0304070025,C924,S,202306
0304070025,C925,S,202306
0304070025,C927,S,202306
0304070025,C930,S,202306
0304070025,C931,S,202306
0304070025,C957,S,202306
0304070025,C960,S,202306
0304070025,C961,S,202306
0304070025,C962,S,202306
0304070025,C963,S,202306
0304070025,C967,S,202306
0304070025,C969,S,202306
0304070025,D392,S,202306
0304070025,D430,S,202306
0304070025,D431,S,202306
0304070025,D432,S,202306
0304070025,D433,S,202306
0304070025,D434,S,202306
0304070025,D437,S,202306
0304070025,D439,S,202306
0304070025,D460,S,202306
0304070025,D461,S,202306
0304070025,D462,S,202306
0304070025,D463,S,202306
0304070025,D464,S,202306
0304070025,D467,S,202306
0304070025,D469,S,202306
0304070033,C000,S,202306
0304070033,C001,S,202306
0304070033,C002,S,202306
0304070033,C003,S,202306
0304070033,C004,S,202306
0304070033,C005,S,202306
0304070033,C006,S,202306
0304070033,C008,S,202306
0304070033,C009,S,202306
0304070033,C01,S,202306
0304070033,C020,S,202306
0304070033,C021,S,202306
0304070033,C022,S,202306
0304070033,C023,S,202306
0304070033,C024,S,202306
0304070033,C028,S,202306
0304070033,C029,S,202306
0304070033,C030,S,202306
0304070033,C031,S,202306
0304070033,C039,S,202306
0304070033,C040,S,202306
0304070033,C041,S,202306
0304070033,C048,S,202306
0304070033,C049,S,202306
0304070033,C050,S,202306
0304070033,C051,S,202306
0304070033,C052,S,202306
0304070033,C058,S,202306
0304070033,C059,S,202306
0304070033,C060,S,202306
0304070033,C061,S,202306
0304070033,C062,S,202306
0304070033,C068,S,202306
0304070033,C069,S,202306
0304070033,C07,S,202306
0304070033,C080,S,202306
0304070033,C081,S,202306
0304070033,C088,S,202306
0304070033,C089,S,202306
0304070033,C090,S,202306
0304070033,C091,S,202306
0304070033,C098,S,202306
0304070033,C099,S,202306
0304070033,C100,S,202306
0304070033,C101,S,202306
0304070033,C102,S,202306
0304070033,C103,S,202306
0304070033,C104,S,202306
0304070033,C108,S,202306
0304070033,C109,S,202306
0304070033,C110,S,202306
0304070033,C111,S,202306
0304070033,C112,S,202306
0304070033,C113,S,202306
0304070033,C118,S,202306
0304070033,C119,S,202306
0304070033,C12,S,202306
0304070033,C130,S,202306
0304070033,C131,S,202306
0304070033,C132,S,202306
0304070033,C138,S,202306
0304070033,C139,S,202306
0304070033,C140,S,202306
0304070033,C142,S,202306
0304070033,C148,S,202306
0304070033,C180,S,202306
0304070033,C181,S,202306
0304070033,C182,S,202306
0304070033,C183,S,202306
0304070033,C184,S,202306
0304070033,C185,S,202306
0304070033,C186,S,202306
0304070033,C187,S,202306
0304070033,C188,S,202306
0304070033,C189,S,202306
0304070033,C19,S,202306
0304070033,C20,S,202306
0304070033,C220,S,202306
0304070033,C221,S,202306
0304070033,C222,S,202306
0304070033,C223,S,202306
0304070033,C224,S,202306
0304070033,C227,S,202306
0304070033,C229,S,202306
0304070033,C250,S,202306
0304070033,C251,S,202306
0304070033,C252,S,202306
0304070033,C253,S,202306
0304070033,C254,S,202306
0304070033,C257,S,202306
0304070033,C258,S,202306
0304070033,C259,S,202306
0304070033,C300,S,202306
0304070033,C301,S,202306
0304070033,C310,S,202306
0304070033,C311,S,202306
0304070033,C312,S,202306
0304070033,C313,S,202306
0304070033,C318,S,202306
0304070033,C319,S,202306
0304070033,C340,S,202306
0304070033,C341,S,202306
0304070033,C342,S,202306
0304070033,C343,S,202306
0304070033,C348,S,202306
0304070033,C349,S,202306
0304070033,C37,S,202306
0304070033,C380,S,202306
0304070033,C381,S,202306
0304070033,C382,S,202306
0304070033,C383,S,202306
0304070033,C384,S,202306
0304070033,C388,S,202306
0304070033,C390,S,202306
0304070033,C398,S,202306
0304070033,C399,S,202306
0304070033,C400,S,202306
0304070033,C401,S,202306
0304070033,C402,S,202306
0304070033,C403,S,202306
0304070033,C408,S,202306
0304070033,C409,S,202306
0304070033,C410,S,202306
0304070033,C411,S,202306
0304070033,C412,S,202306
0304070033,C413,S,202306
0304070033,C414,S,202306
0304070033,C418,S,202306
0304070033,C419,S,202306
0304070033,C440,S,202306
0304070033,C441,S,202306
0304070033,C442,S,202306
0304070033,C443,S,202306
0304070033,C444,S,202306
0304070033,C445,S,202306
0304070033,C446,S,202306
0304070033,C447,S,202306
0304070033,C448,S,202306
0304070033,C449,S,202306
0304070033,C460,S,202306
0304070033,C461,S,202306
0304070033,C462,S,202306
0304070033,C463,S,202306
0304070033,C467,S,202306
0304070033,C468,S,202306
0304070033,C469,S,202306
0304070033,C470,S,202306
0304070033,C471,S,202306
0304070033,C472,S,202306
0304070033,C473,S,202306
0304070033,C474,S,202306
0304070033,C475,S,202306
0304070033,C476,S,202306
0304070033,C478,S,202306
0304070033,C479,S,202306
0304070033,C480,S,202306
0304070033,C481,S,202306
0304070033,C482,S,202306
0304070033,C488,S,202306
0304070033,C490,S,202306
0304070033,C491,S,202306
0304070033,C492,S,202306
0304070033,C493,S,202306
0304070033,C494,S,202306
0304070033,C495,S,202306
0304070033,C496,S,202306
0304070033,C498,S,202306
0304070033,C499,S,202306
0304070033,C52,S,202306
0304070033,C530,S,202306
0304070033,C531,S,202306
0304070033,C538,S,202306
0304070033,C539,S,202306
0304070033,C540,S,202306
0304070033,C541,S,202306
0304070033,C542,S,202306
0304070033,C543,S,202306
0304070033,C548,S,202306
0304070033,C549,S,202306
0304070033,C56,S,202306
0304070033,C570,S,202306
0304070033,C571,S,202306
0304070033,C572,S,202306
0304070033,C573,S,202306
0304070033,C574,S,202306
0304070033,C577,S,202306
0304070033,C578,S,202306
0304070033,C579,S,202306
0304070033,C58,S,202306
0304070033,C620,S,202306
0304070033,C621,S,202306
0304070033,C629,S,202306
0304070033,C64,S,202306
0304070033,C65,S,202306
0304070033,C66,S,202306
0304070033,C670,S,202306
0304070033,C671,S,202306
0304070033,C672,S,202306
0304070033,C673,S,202306
0304070033,C674,S,202306
0304070033,C675,S,202306
0304070033,C676,S,202306
0304070033,C677,S,202306
0304070033,C678,S,202306
0304070033,C679,S,202306
0304070033,C690,S,202306
0304070033,C691,S,202306
0304070033,C692,S,202306
0304070033,C693,S,202306
0304070033,C694,S,202306
0304070033,C695,S,202306
0304070033,C696,S,202306
0304070033,C698,S,202306
0304070033,C699,S,202306
0304070033,C700,S,202306
0304070033,C701,S,202306
0304070033,C709,S,202306
0304070033,C710,S,202306
0304070033,C711,S,202306
0304070033,C712,S,202306
0304070033,C713,S,202306
0304070033,C714,S,202306
0304070033,C715,S,202306
0304070033,C716,S,202306
0304070033,C717,S,202306
0304070033,C718,S,202306
0304070033,C719,S,202306
0304070033,C720,S,202306
0304070033,C721,S,202306
0304070033,C722,S,202306
0304070033,C723,S,202306
0304070033,C724,S,202306
0304070033,C725,S,202306
0304070033,C728,S,202306
0304070033,C729,S,202306
0304070033,C73,S,202306
0304070033,C740,S,202306
0304070033,C741,S,202306
0304070033,C749,S,202306
0304070033,C750,S,202306
0304070033,C751,S,202306
0304070033,C752,S,202306
0304070033,C753,S,202306
0304070033,C754,S,202306
0304070033,C755,S,202306
0304070033,C758,S,202306
0304070033,C759,S,202306
0304070033,C760,S,202306
0304070033,C761,S,202306
0304070033,C762,S,202306
0304070033,C763,S,202306
0304070033,C764,S,202306
0304070033,C765,S,202306
0304070033,C767,S,202306
0304070033,C768,S,202306
0304070033,C80,S,202306
0304070033,C810,S,202306
0304070033,C811,S,202306
0304070033,C812,S,202306
0304070033,C813,S,202306
0304070033,C817,S,202306
0304070033,C819,S,202306
0304070033,C830,S,202306
0304070033,C831,S,202306
0304070033,C832,S,202306
0304070033,C833,S,202306
0304070033,C834,S,202306
0304070033,C835,S,202306
0304070033,C836,S,202306
0304070033,C837,S,202306
0304070033,C838,S,202306
0304070033,C839,S,202306
0304070033,C844,S,202306
0304070033,C910,S,202306
0304070033,C915,S,202306
0304070033,C920,S,202306
0304070033,C921,S,202306
0304070033,C923,S,202306
0304070033,C924,S,202306
0304070033,C925,S,202306
0304070033,C927,S,202306
0304070033,C930,S,202306
0304070033,C931,S,202306
0304070033,C957,S,202306
0304070033,C960,S,202306
0304070033,C961,S,202306
0304070033,C962,S,202306
0304070033,C963,S,202306
0304070033,C967,S,202306
0304070033,C969,S,202306
0304070033,D392,S,202306
0304070033,D430,S,202306
0304070033,D431,S,202306
0304070033,D432,S,202306
0304070033,D433,S,202306
0304070033,D434,S,202306
0304070033,D437,S,202306
0304070033,D439,S,202306
0304070033,D460,S,202306
0304070033,D461,S,202306
0304070033,D462,S,202306
0304070033,D463,S,202306
0304070033,D464,S,202306
0304070033,D467,S,202306
0304070033,D469,S,202306
0304070041,C000,S,202306
0304070041,C001,S,202306
0304070041,C002,S,202306
0304070041,C003,S,202306
0304070041,C004,S,202306
0304070041,C005,S,202306
0304070041,C006,S,202306
0304070041,C008,S,202306
0304070041,C009,S,202306
0304070041,C01,S,202306
0304070041,C020,S,202306
0304070041,C021,S,202306
0304070041,C022,S,202306
0304070041,C023,S,202306
0304070041,C024,S,202306
0304070041,C028,S,202306
0304070041,C029,S,202306
0304070041,C030,S,202306
0304070041,C031,S,202306
0304070041,C039,S,202306
0304070041,C040,S,202306
0304070041,C041,S,202306
0304070041,C048,S,202306
0304070041,C049,S,202306
0304070041,C050,S,202306
0304070041,C051,S,202306
0304070041,C052,S,202306
0304070041,C058,S,202306
0304070041,C059,S,202306
0304070041,C060,S,202306
0304070041,C061,S,202306
0304070041,C062,S,202306
0304070041,C068,S,202306
0304070041,C069,S,202306
0304070041,C07,S,202306
0304070041,C080,S,202306
0304070041,C081,S,202306
0304070041,C088,S,202306
0304070041,C089,S,202306
0304070041,C090,S,202306
0304070041,C091,S,202306
0304070041,C098,S,202306
0304070041,C099,S,202306
0304070041,C100,S,202306
0304070041,C101,S,202306
0304070041,C102,S,202306
0304070041,C103,S,202306
0304070041,C104,S,202306
0304070041,C108,S,202306
0304070041,C109,S,202306
0304070041,C110,S,202306
0304070041,C111,S,202306
0304070041,C112,S,202306
0304070041,C113,S,202306
0304070041,C118,S,202306
0304070041,C119,S,202306
0304070041,C12,S,202306
0304070041,C130,S,202306
0304070041,C131,S,202306
0304070041,C132,S,202306
0304070041,C138,S,202306
0304070041,C139,S,202306
0304070041,C140,S,202306
0304070041,C142,S,202306
0304070041,C148,S,202306
0304070041,C180,S,202306
0304070041,C181,S,202306
0304070041,C182,S,202306
0304070041,C183,S,202306
0304070041,C184,S,202306
0304070041,C185,S,202306
0304070041,C186,S,202306
0304070041,C187,S,202306
0304070041,C188,S,202306
0304070041,C189,S,202306
0304070041,C19,S,202306
0304070041,C20,S,202306
0304070041,C220,S,202306
0304070041,C221,S,202306
0304070041,C222,S,202306
0304070041,C223,S,202306
0304070041,C224,S,202306
0304070041,C227,S,202306
0304070041,C229,S,202306
0304070041,C250,S,202306
0304070041,C251,S,202306
0304070041,C252,S,202306
0304070041,C253,S,202306
0304070041,C254,S,202306
0304070041,C257,S,202306
0304070041,C258,S,202306
0304070041,C259,S,202306
0304070041,C300,S,202306
0304070041,C301,S,202306
0304070041,C310,S,202306
0304070041,C311,S,202306
0304070041,C312,S,202306
0304070041,C313,S,202306
0304070041,C318,S,202306
0304070041,C319,S,202306
0304070041,C340,S,202306
0304070041,C341,S,202306
0304070041,C342,S,202306
0304070041,C343,S,202306
0304070041,C348,S,202306
0304070041,C349,S,202306
0304070041,C37,S,202306
0304070041,C380,S,202306
0304070041,C381,S,202306
0304070041,C382,S,202306
0304070041,C383,S,202306
0304070041,C384,S,202306
0304070041,C388,S,202306
0304070041,C390,S,202306
0304070041,C398,S,202306
0304070041,C399,S,202306
0304070041,C400,S,202306
0304070041,C401,S,202306
0304070041,C402,S,202306
0304070041,C403,S,202306
0304070041,C408,S,202306
0304070041,C409,S,202306
0304070041,C410,S,202306
0304070041,C411,S,202306
0304070041,C412,S,202306
0304070041,C413,S,202306
0304070041,C414,S,202306
0304070041,C418,S,202306
0304070041,C419,S,202306
0304070041,C440,S,202306
0304070041,C441,S,202306
0304070041,C442,S,202306
0304070041,C443,S,202306
0304070041,C444,S,202306
0304070041,C445,S,202306
0304070041,C446,S,202306
0304070041,C447,S,202306
0304070041,C448,S,202306
0304070041,C449,S,202306
0304070041,C460,S,202306
0304070041,C461,S,202306
0304070041,C462,S,202306
0304070041,C463,S,202306
0304070041,C467,S,202306
0304070041,C468,S,202306
0304070041,C469,S,202306
0304070041,C470,S,202306
0304070041,C471,S,202306
0304070041,C472,S,202306
0304070041,C473,S,202306
0304070041,C474,S,202306
0304070041,C475,S,202306
0304070041,C476,S,202306
0304070041,C478,S,202306
0304070041,C479,S,202306
0304070041,C480,S,202306
0304070041,C481,S,202306
0304070041,C482,S,202306
0304070041,C488,S,202306
0304070041,C490,S,202306
0304070041,C491,S,202306
0304070041,C492,S,202306
0304070041,C493,S,202306
0304070041,C494,S,202306
0304070041,C495,S,202306
0304070041,C496,S,202306
